home_team,away_team,home_score,home_xg,home_penalty,away_score,away_xg,away_penalty,home_manager,home_captain,away_manager,away_captain,Attendance,Venue,Officials,Round,Date,Score,Referee,Notes,Host,Year,home_goal,away_goal,home_goal_long,away_goal_long,home_own_goal,away_own_goal,home_penalty_goal,away_penalty_goal,home_penalty_miss_long,away_penalty_miss_long,home_penalty_shootout_goal_long,away_penalty_shootout_goal_long,home_penalty_shootout_miss_long,away_penalty_shootout_miss_long,home_red_card,away_red_card,home_yellow_red_card,away_yellow_red_card,home_yellow_card_long,away_yellow_card_long,home_substitute_in_long,away_substitute_in_long
Jamaica,Australia,1,0.9,,4,2.2,,Hue Menzies,Konya Plummer,Ante Milicic,Sam Kerr,17402,"Stade des Alpes, Grenoble",Katalin Kulcsár (Referee) · Katalin Török (AR1) · Sanja Rođak-Karšić (AR2) · Jana Adamkova (4th) · José Sánchez (VAR),Group stage,2019-06-18,1–4,Katalin Kulcsár,,France,2019,Havana Solaun · 49’,Sam Kerr · 11’|Sam Kerr · 42’|Sam Kerr · 69’|Sam Kerr · 83’,['49’|1:2|Havana Solaun|Assist:|Khadija Shaw'],"['11’|0:1|Sam Kerr|Assist:|Emily Gielnik', '42’|0:2|Sam Kerr|Assist:|Katrina Gorry', '69’|1:3|Sam Kerr', '83’|1:4|Sam Kerr']",,,,,,,,,,,,,,,['71’|1:3|Konya Plummer'],['76’|1:3|Emily van Egmond'],"['46’|0:2|Havana Solaun|for Tiffany Cameron', '59’|1:2|Trudi Carter|for Cheyna Matthews', '72’|1:3|Jody Brown|for Mireya Grey']","['59’|1:2|Caitlin Foord|for Emily Gielnik', '63’|1:2|Hayley Raso|for Lisa De Vanna', '87’|1:4|Aivi Luik|for Katrina Gorry']"
South Africa,Germany,0,0.5,,4,5.1,,Desiree Ellis,Janine van Wyk,Martina Voss-Tecklenburg,Alexandra Popp,15502,"Stade de la Mosson, Montpellier",Sandra Braz (Referee) · Julia Magnusson (AR1) · Lisa Rashid (AR2) · Stéphanie Frappart (4th) · Clément Turpin (VAR),Group stage,2019-06-17,0–4,Sandra Braz,,France,2019,,Melanie Leupolz · 14’|Sara Däbritz · 29’|Alexandra Popp · 40’|Lina Magull · 58’,,"['14’|0:1|Melanie Leupolz|Assist:|Verena Faißt', '29’|0:2|Sara Däbritz', '40’|0:3|Alexandra Popp|Assist:|Giulia Gwinn', '58’|0:4|Lina Magull']",,,,,,,,,,,,,,,"['53’|0:3|Lebohang Ramalepe', '58’|0:3|Nothando Vilakazi', '66’|0:4|Rhoda Mulaudzi']",['54’|0:3|Lina Magull'],"['46’|0:3|Thembi Kgatlana|for Amanda Mthandi', '46’|0:3|Rhoda Mulaudzi|for Ode Fulutudilu', '89’|0:4|Leandra Smeda|for Kholosa Biyana']","['46’|0:3|Carolin Simon|for Verena Faißt', '59’|0:4|Linda Dallmann|for Svenja Huth', '66’|0:4|Lea Schüller|for Klara Bühl']"
China PR,Spain,0,0.1,,0,1.7,,Jia Xiuquan,Wu Haiyan,Jorge Vilda,Irene Paredes,11814,"Stade Océane, Le Havre",Edina Alves Batista (Referee) · Neuza Inês Back (AR1) · Tatiane Sacilotti Dos Santos Camargo (AR2) · Jeanne Niang (4th) · Mauro Vigliano (VAR),Group stage,2019-06-17,0–0,Edina Alves Batista,,France,2019,,,,,,,,,,,,,,,,,,,['63’|0:0|Li Wen'],,"['46’|0:0|Yang Li|for Wang Shanshan', '56’|0:0|Li Wen|for Wang Shuang', '87’|0:0|Yao Wei|for Gu Yasha']","['46’|0:0|Andrea Sánchez Falcón|for Mariona Caldentey', '67’|0:0|Alexia Putellas|for Nahikari García', '86’|0:0|Celia Jiménez|for Lucía García']"
Korea Republic,Norway,1,2.3,,2,2.2,,Yoon Deok-yeo,Cho So-hyun,Martin Sjögren,Maren Mjelde,13034,"Stade Auguste-Delaune II, Reims",Marie-Soleil Beaudoin (Referee) · Princess Brown (AR1) · Stephanie-Dale Yee Sing (AR2) · Gladys Lengwe (4th) · Chris Beath (VAR),Group stage,2019-06-17,1–2,Marie-Soleil Beaudoin,,France,2019,Yeo Min-ji · 78’,,['78’|1:2|Yeo Min-ji|Assist:|Lee Geum-min'],,,,,Caroline Graham Hansen (P) · 5’|Isabell Herlovsen (P) · 51’,,,,,,,,,,,"['4’|0:0|Cho So-hyun', '85’|1:2|Yeo Min-ji']",,"['66’|0:2|Lee Min-ah|for Kang Chae-rim', '79’|1:2|Jeong Yeonga|for Lee Eun-mi', '82’|1:2|Kang Yu-mi|for Moon Mi-ra']","['46’|0:1|Karina Sævik|for Lisa-Marie Karlseng Utland', '54’|0:2|Frida Maanum|for Caroline Graham Hansen', '69’|0:2|Elise Thorsnes|for Isabell Herlovsen']"
Nigeria,France,0,0.0,,1,2.7,,Thomas Dennerby,Desire Oparanozie,Corinne Diacre,Amandine Henry,28267,"Roazhon Park, Rennes",Melissa Borjas (Referee) · Shirley Perello (AR1) · Felisha Mariscal (AR2) · Maria Carvajal (4th) · Danny Makkelie (VAR),Group stage,2019-06-17,0–1,Melissa Borjas,,France,2019,,,,,,,,Wendie Renard (P) · 79’,,,,,,,,,Ngozi Ebere · 75’,,"['28’|0:0|Ngozi Ebere', '78’|0:0|Chiamaka Nnadozie', '90+9’|0:1|Rita Chikwelu']",['45+1’|0:0|Valérie Gauvin'],"['85’|0:1|Evelyn Nwabuoku|for Francisca Ordega', '85’|0:1|Anam Imo|for Asisat Oshoala', '90+1’|0:1|Uchenna Kanu|for Desire Oparanozie']","['62’|0:0|Eugénie Le Sommer|for Delphine Cascarino', '63’|0:0|Kadidiatou Diani|for Valérie Gauvin', '89’|0:1|Grace Geyoro|for Gaëtane Thiney']"
Sweden,Thailand,5,5.2,,1,0.6,,Peter Gerhardsson,Caroline Seger,Noengruthai Sratongwian,Kanjana Sungngoen,9354,"Stade de Nice, Nice",Salma Mukansanga (Referee) · Bernadettar Kwimbira (AR1) · Pélagie Rakotozafinoro (AR2) · Katalin Kulcsár (4th) · Felix Zwayer (VAR),Group stage,2019-06-16,5–1,Salma Mukansanga,,France,2019,Linda Sembrant · 6’|Kosovare Asllani · 19’|Fridolina Rolfö · 42’|Lina Hurtig · 81’,Kanjana Sungngoen · 90+1’,"['6’|1:0|Linda Sembrant|Assist:|Elin Rubensson', '19’|2:0|Kosovare Asllani', '42’|3:0|Fridolina Rolfö', '81’|4:0|Lina Hurtig|Assist:|Magdalena Eriksson']",['90+1’|4:1|Kanjana Sungngoen|Assist:|Taneekarn Dangda'],,,Elin Rubensson (P) · 90+6’,,,,,,,,,,,,,"['45’|3:0|Taneekarn Dangda', '90+5’|4:1|Natthakarn Chinwong']","['46’|3:0|Madelen Janogy|for Fridolina Rolfö', '69’|3:0|Olivia Schough|for Caroline Seger', '77’|3:0|Mimmi Larsson|for Anna Anvegard']","['56’|3:0|Orathai Srimanee|for Rattikan Thongsombut', '81’|4:0|Olapin Waenngoen|for Orathai Srimanee', '89’|4:0|Sudarat Chuchuen|for Silawan Intamee']"
United States,Chile,3,3.7,,0,0.0,,Jill Ellis,Carli Lloyd,Juan Letelier,Christiane Endler,45594,"Parc des Princes, Paris",Riem Hussein (Referee) · Kylie Cockburn (AR1) · Mihaela Gomoescu-Țepușă (AR2) · Esther Staubli (4th) · Clément Turpin (VAR),Group stage,2019-06-16,3–0,Riem Hussein,,France,2019,Carli Lloyd · 11’|Julie Ertz · 26’|Carli Lloyd · 35’,,"['11’|1:0|Carli Lloyd', '26’|2:0|Julie Ertz|Assist:|Tierna Davidson', '35’|3:0|Carli Lloyd|Assist:|Tierna Davidson']",,,,,,['81’|3:0|Carli Lloyd|Penalty Miss'],,,,,,,,,,"['23’|1:0|Lindsey Horan', '88’|3:0|Allie Long']","['76’|3:0|Francisca Lara', '80’|3:0|Yessenia Huenteo', '90+4’|3:0|Su Helen Galaz']","['46’|3:0|Jessica McDonald|for Julie Ertz', '59’|3:0|Allie Long|for Lindsey Horan', '82’|3:0|Emily Sonnett|for Abby Dahlkemper']","['46’|3:0|Yessenia López|for Claudia Soto', '68’|3:0|Yessenia Huenteo|for María José Urrutia', '89’|3:0|Daniela Pardo|for Francisca Lara']"
Netherlands,Cameroon,3,1.6,,1,1.2,,Sarina Wiegman,Sari van Veenendaal,Alain Djeumfa,Christine Manie,22423,"Stade du Hainaut, Valenciennes",Casey Reibelt (Referee) · Lee Seulgi (AR1) · Maiko Hagio (AR2) · Katja Koroleva (4th) · Paolo Valeri (VAR),Group stage,2019-06-15,3–1,Casey Reibelt,,France,2019,Vivianne Miedema · 41’|Dominique Janssen · 48’|Vivianne Miedema · 85’,Gabrielle Onguene · 43’,"['41’|1:0|Vivianne Miedema|Assist:|Shanice van de Sanden', '48’|2:1|Dominique Janssen', '85’|3:1|Vivianne Miedema|Assist:|Lineth Beerensteyn']",['43’|1:1|Gabrielle Onguene|Assist:|Raissa Feudjio'],,,,,,,,,,,,,,,,"['14’|0:0|Christine Manie', '37’|0:0|Genevieve Ngo', '68’|2:1|Raissa Feudjio']","['66’|2:1|Lineth Beerensteyn|for Shanice van de Sanden', '71’|2:1|Jill Roord|for Daniëlle van de Donk', '86’|3:1|Merel van Dongen|for Kika van Es']","['60’|2:1|Ajara Nchout|for Michaela Abam', '66’|2:1|Charlène Meyong|for Genevieve Ngo', '75’|2:1|Henriette Akaba|for Gaëlle Enganamouit']"
Canada,New Zealand,2,3.7,,0,0.1,,Kenneth Heiner-Møller,Christine Sinclair,Tom Sermanni,Ali Riley,14856,"Stade des Alpes, Grenoble",Yoshimi Yamashita (Referee) · Naomi Teshirogi (AR1) · Makoto Bozono (AR2) · Kate Jacewicz (4th) · José Sánchez (VAR),Group stage,2019-06-15,2–0,Yoshimi Yamashita,,France,2019,Jessie Fleming · 48’|Nichelle Prince · 79’,,"['48’|1:0|Jessie Fleming|Assist:|Nichelle Prince', '79’|2:0|Nichelle Prince']",,,,,,,,,,,,,,,,,,"['75’|1:0|Allysha Chapman|for Jayde Riviere', '83’|2:0|Quinn|for Janine Beckie', '84’|2:0|Adriana Leon|for Nichelle Prince']","['18’|0:0|Annalie Longo|for CJ Bott', '62’|1:0|Anna Green|for Sarah Gregorius', '85’|2:0|Emma Kete|for Betsy Hassett']"
Japan,Scotland,2,2.6,,1,0.9,,Asako Takemoto,Saki Kumagai,Shelley Kerr,Rachel Corsie,13201,"Roazhon Park, Rennes",Lidya Tafesse (Referee) · Mary Njoroge (AR1) · Queency Victoire (AR2) · Gladys Lengwe (4th) · Massimiliano Irrati (VAR),Group stage,2019-06-14,2–1,Lidya Tafesse,,France,2019,Mana Iwabuchi · 23’,Lana Clelland · 88’,['23’|1:0|Mana Iwabuchi|Assist:|Jun Endō'],['88’|2:1|Lana Clelland'],,,Yuika Sugasawa (P) · 37’,,,,,,,,,,,,['19’|0:0|Aya Sameshima'],['36’|1:0|Rachel Corsie'],"['66’|2:0|Rikako Kobayashi|for Jun Endō', '82’|2:0|Yui Hasegawa|for Mana Iwabuchi']","['60’|2:0|Claire Emslie|for Lizzie Arnot', '76’|2:0|Lana Clelland|for Jane Ross', '85’|2:0|Fiona Brown|for Lisa Evans']"
Jamaica,Italy,0,0.3,,5,3.4,,Hue Menzies,Konya Plummer,Milena Bertolini,Sara Gama,12016,"Stade Auguste-Delaune II, Reims",,Group stage,2019-06-14,0–5,,,France,2019,,Cristiana Girelli · 25’|Cristiana Girelli · 46’|Aurora Galli · 71’|Aurora Galli · 81’,,"['25’|0:2|Cristiana Girelli|Assist:|Manuela Giugliano', '46’|0:3|Cristiana Girelli|Assist:|Manuela Giugliano', '71’|0:4|Aurora Galli|Assist:|Lisa Boattin', '81’|0:5|Aurora Galli|Assist:|Manuela Giugliano']",,,,Cristiana Girelli (P) · 12’,,,,,,,,,,,"['12’|0:0|Sydney Schneider', '59’|0:3|Khadija Shaw']",,"['46’|0:2|Marlo Sweatman|for Chantelle Swaby', '66’|0:3|Jody Brown|for Mireya Grey', '76’|0:4|Lauren Silver|for Sade Adamolekun']","['57’|0:3|Lisa Boattin|for Alia Guagni', '65’|0:3|Aurora Galli|for Valentina Bergamaschi', '72’|0:4|Valentina Giacinti|for Cristiana Girelli']"
England,Argentina,1,3.4,,0,0.1,,Phil Neville,Steph Houghton,Carlos Borrello,Estefanía Banini,20294,"Stade Océane, Le Havre",Qin Liang (Referee) · Fang Yan (AR1) · Kim Kyoungmin (AR2) · Ri Hyang Ok (4th) · Felix Zwayer (VAR),Group stage,2019-06-14,1–0,Qin Liang,,France,2019,Jodie Taylor · 61’,,['61’|1:0|Jodie Taylor|Assist:|Beth Mead'],,,,,,['28’|0:0|Nikita Parris|Penalty saved by Vanina Correa|—'],,,,,,,,,,['45+2’|0:0|Jade Moore'],"['39’|0:0|Aldana Cometti', '69’|1:0|Agustina Barroso']","['81’|1:0|Georgia Stanway|for Beth Mead', '87’|1:0|Rachel Daly|for Nikita Parris', '89’|1:0|Karen Carney|for Fran Kirby']","['68’|1:0|Mariana Larroquette|for Estefanía Banini', '77’|1:0|Vanesa Santana|for Lorena Benítez', '90’|1:0|Yael Oviedo|for Florencia Soledad Jaimes']"
Australia,Brazil,3,1.3,,2,1.5,,Ante Milicic,Sam Kerr,Vadão,Marta,17032,"Stade de la Mosson, Montpellier",Esther Staubli (Referee) · Sian Massey-Ellis (AR1) · Susanne Kung (AR2) · Stéphanie Frappart (4th) · Bastian Dankert (VAR),Group stage,2019-06-13,3–2,Esther Staubli,,France,2019,Caitlin Foord · 45+1’|Chloe Logarzo · 58’,Cristiane · 38’,"['45+1’|1:2|Caitlin Foord|Assist:|Chloe Logarzo', '58’|2:2|Chloe Logarzo|Assist:|Emily Gielnik']",['38’|0:2|Cristiane|Assist:|Debinha'],Mônica (OG) · 66’,,,Marta (P) · 27’,,,,,,,,,,,,"['14’|0:0|Formiga', '85’|3:2|Andressa', '87’|3:2|Luana']","['72’|3:2|Hayley Raso|for Emily Gielnik', '90+5’|3:2|Karly Roestbakken|for Caitlin Foord']","['46’|1:2|Luana|for Formiga', '46’|1:2|Ludmila|for Marta', '75’|3:2|Beatriz|for Cristiane']"
South Africa,China PR,0,0.2,,1,1.2,,Desiree Ellis,Janine van Wyk,Jia Xiuquan,Wu Haiyan,20011,"Parc des Princes, Paris",Katalin Kulcsár (Referee) · Katalin Török (AR1) · Sanja Rođak-Karšić (AR2) · Jana Adamkova (4th) · Chris Beath (VAR),Group stage,2019-06-13,0–1,Katalin Kulcsár,,France,2019,,Li Ying · 40’,,['40’|0:1|Li Ying|Assist:|Zhang Rui'],,,,,,,,,,,,,,,['83’|0:1|Noko Matlou'],,"['60’|0:1|Jermaine Seoposenwe|for Ode Fulutudilu', '72’|0:1|Leandra Smeda|for Sibulele Holweni', '82’|0:1|Linda Motlhalo|for Refiloe Jane']","['65’|0:1|Lou Jiahui|for Gu Yasha', '78’|0:1|Yao Wei|for Li Ying', '81’|0:1|Yang Li|for Wang Yan']"
Nigeria,Korea Republic,2,1.1,,0,0.8,,Thomas Dennerby,Desire Oparanozie,Yoon Deok-yeo,Cho So-hyun,11252,"Stade des Alpes, Grenoble",Anastasia Pustovoitova (Referee) · Ekaterina Kurochkina (AR1) · Petruța Iugulescu (AR2) · Katja Koroleva (4th) · Carlos del Cerro (VAR),Group stage,2019-06-12,2–0,Anastasia Pustovoitova,,France,2019,Asisat Oshoala · 75’,,['75’|2:0|Asisat Oshoala|Assist:|Chidinma Okeke'],,Kim Do-yeon (OG) · 29’,,,,,,,,,,,,,,['61’|1:0|Rita Chikwelu'],"['49’|1:0|Ji So-yun', '71’|1:0|Hwang Bo-ram']","['65’|1:0|Halimatu Ayinde|for Chinaza Uchendu', '80’|2:0|Anam Imo|for Francisca Ordega', '83’|2:0|Uchenna Kanu|for Asisat Oshoala']","['56’|1:0|Yeo Min-ji|for Jung Seol-bin', '56’|1:0|Moon Mi-ra|for Lee Min-ah', '76’|2:0|Lee So-dam|for Kang Chae-rim']"
Germany,Spain,1,1.7,,0,0.9,,Martina Voss-Tecklenburg,Alexandra Popp,Jorge Vilda,Marta Torrejón,20761,"Stade du Hainaut, Valenciennes",Kateryna Monzul (Referee) · Maryna Striletska (AR1) · Oleksandra Ardasheva (AR2) · Sandra Braz (4th) · Danny Makkelie (VAR),Group stage,2019-06-12,1–0,Kateryna Monzul,,France,2019,Sara Däbritz · 42’,,['42’|1:0|Sara Däbritz'],,,,,,,,,,,,,,,,['63’|1:0|Verena Faißt'],,"['46’|1:0|Klara Bühl|for Kathrin Hendrich', '65’|1:0|Lina Magull|for Lena Oberdorf', '80’|1:0|Melanie Leupolz|for Lena Goeßling']","['59’|1:0|Lucía García|for Mariona Caldentey', '66’|1:0|Patricia Guijarro|for Silvia Meseguer', '77’|1:0|Aitana Bonmatí|for Alexia Putellas']"
France,Norway,2,2.1,,1,0.2,,Corinne Diacre,Amandine Henry,Martin Sjögren,Maren Mjelde,34872,"Stade de Nice, Nice",Bibiana Steinhaus (Referee) · Katrin Rafalski (AR1) · Chrysoula Kourompylia (AR2) · Riem Hussein (4th) · Felix Zwayer (VAR),Group stage,2019-06-12,2–1,Bibiana Steinhaus,,France,2019,Valérie Gauvin · 46’,,['46’|1:0|Valérie Gauvin|Assist:|Amel Majri'],,,Wendie Renard (OG) · 54’,Eugénie Le Sommer (P) · 72’,,,,,,,,,,,,['56’|1:1|Eugénie Le Sommer'],['71’|1:1|Ingrid Syrstad Engen'],"['82’|2:1|Charlotte Bilbault|for Gaëtane Thiney', '85’|2:1|Delphine Cascarino|for Valérie Gauvin']","['76’|2:1|Lisa-Marie Karlseng Utland|for Karina Sævik', '86’|2:1|Synne Hansen|for Ingrid Moe Wold', '90+1’|2:1|Frida Maanum|for Vilde Bøe Risa']"
New Zealand,Netherlands,0,0.7,,1,2.4,,Tom Sermanni,Ali Riley,Sarina Wiegman,Sari van Veenendaal,10654,"Stade Océane, Le Havre",Edina Alves Batista (Referee) · Neuza Inês Back (AR1) · Tatiane Sacilotti Dos Santos Camargo (AR2) · Maria Carvajal (4th) · Carlos del Cerro (VAR),Group stage,2019-06-11,0–1,Edina Alves Batista,,France,2019,,Jill Roord · 90+2’,,['90+2’|0:1|Jill Roord'],,,,,,,,,,,,,,,,,"['67’|0:0|Annalie Longo|for Betsy Hassett', '74’|0:0|Paige Satchell|for Sarah Gregorius', '74’|0:0|Hannah Wilkinson|for Rosie White']","['71’|0:0|Merel van Dongen|for Kika van Es', '76’|0:0|Jill Roord|for Jackie Groenen', '87’|0:0|Lineth Beerensteyn|for Shanice van de Sanden']"
Chile,Sweden,0,0.2,,2,2.5,,Juan Letelier,Christiane Endler,Peter Gerhardsson,Caroline Seger,15875,"Roazhon Park, Rennes",Lucila Venegas (Referee) · Mayte Chávez (AR1) · Enedina Caudillo (AR2) · Marie-Soleil Beaudoin (4th) · Chris Beath (VAR),Group stage,2019-06-11,0–2,Lucila Venegas,,France,2019,,Kosovare Asllani · 83’|Madelen Janogy · 90+4’,,"['83’|0:1|Kosovare Asllani|Assist:|Anna Anvegard', '90+4’|0:2|Madelen Janogy|Assist:|Kosovare Asllani']",,,,,,,,,,,,,,,"['78’|0:0|Carla Guerrero', '90+6’|0:2|Yessenia López']",['67’|0:0|Magdalena Eriksson'],"['59’|0:0|Yessenia López|for María José Urrutia', '84’|0:1|Rocio Soto|for Yanara Aedo']","['65’|0:0|Anna Anvegard|for Stina Blackstenius', '65’|0:0|Lina Hurtig|for Fridolina Rolfö', '81’|0:0|Madelen Janogy|for Elin Rubensson']"
United States,Thailand,13,7.1,,0,0.1,,Jill Ellis,Megan Rapinoe,Noengruthai Sratongwian,Kanjana Sungngoen,18591,"Stade Auguste-Delaune II, Reims",Jeanne Niang (Referee) · Mariana De Almeida (AR1) · Mary Blanco Bolivar (AR2) · Claudia Umpiérrez (4th) · Mauro Vigliano (VAR),Group stage,2019-06-11,13–0 ,Jeanne Niang,,France,2019,Alex Morgan · 12’|Rose Lavelle · 20’|Lindsey Horan · 32’|Sam Mewis · 50’|Alex Morgan · 53’|Sam Mewis · 54’|Rose Lavelle · 56’|Alex Morgan · 74’|Megan Rapinoe · 79’|Alex Morgan · 81’|Mallory Swanson · 84’|Alex Morgan · 87’|Carli Lloyd · 90+2’,,"[""12’|1:0|Alex Morgan|Assist:|Kelley O'Hara"", '20’|2:0|Rose Lavelle|Assist:|Alex Morgan', '32’|3:0|Lindsey Horan|Assist:|Sam Mewis', '50’|4:0|Sam Mewis|Assist:|Megan Rapinoe', '53’|5:0|Alex Morgan', '54’|6:0|Sam Mewis', '56’|7:0|Rose Lavelle|Assist:|Sam Mewis', '74’|8:0|Alex Morgan|Assist:|Christen Press', '79’|9:0|Megan Rapinoe|Assist:|Mallory Swanson', '81’|10:0|Alex Morgan|Assist:|Megan Rapinoe', '84’|11:0|Mallory Swanson|Assist:|Alex Morgan', '87’|12:0|Alex Morgan', '90+2’|13:0|Carli Lloyd|Assist:|Alex Morgan']",,,,,,,,,,,,,,,,,['72’|7:0|Taneekarn Dangda'],"['57’|7:0|Carli Lloyd|for Rose Lavelle', '57’|7:0|Christen Press|for Tobin Heath', '69’|7:0|Mallory Swanson|for Julie Ertz']","['35’|3:0|Pikul Khueanpet|for Wilaiporn Boothduang', '65’|7:0|Taneekarn Dangda|for Rattikan Thongsombut', '71’|7:0|Orathai Srimanee|for Warunee Phetwiset']"
Argentina,Japan,0,0.2,,0,0.4,,Carlos Borrello,Estefanía Banini,Asako Takemoto,Saki Kumagai,25055,"Parc des Princes, Paris",Stéphanie Frappart (Referee) · Manuela Nicolosi (AR1) · Michelle O'Neill (AR2) · Clément Turpin (VAR),Group stage,2019-06-10,0–0,Stéphanie Frappart,,France,2019,,,,,,,,,,,,,,,,,,,,"['38’|0:0|Risa Shimizu', '45+1’|0:0|Hina Sugita', '85’|0:0|Mana Iwabuchi']","['64’|0:0|Vanesa Santana|for Ruth Bravo', '77’|0:0|Mariana Larroquette|for Florencia Bonsegundo', '79’|0:0|Mariela Coronel|for Lorena Benítez']","['57’|0:0|Mana Iwabuchi|for Kumi Yokoyama', '74’|0:0|Jun Endō|for Emi Nakajima', '90’|0:0|Saori Takarada|for Yuika Sugasawa']"
Canada,Cameroon,1,1.3,,0,0.4,,Kenneth Heiner-Møller,Christine Sinclair,Alain Djeumfa,Christine Manie,10710,"Stade de la Mosson, Montpellier",Ri Hyang Ok (Referee) · Hong Kum Nyo (AR1) · Kim Kyoungmin (AR2) · Qin Liang (4th) · Massimiliano Irrati (VAR),Group stage,2019-06-10,1–0,Ri Hyang Ok,,France,2019,Kadeisha Buchanan · 45’,,['45’|1:0|Kadeisha Buchanan|Assist:|Janine Beckie'],,,,,,,,,,,,,,,,,"['37’|0:0|Marlyse Bernadett Ngo Ndoumbouk', '74’|1:0|Gaëlle Enganamouit']",['75’|1:0|Deanne Rose|for Nichelle Prince'],"['67’|1:0|Henriette Akaba|for Ajara Nchout', '68’|1:0|Gaëlle Enganamouit|for Marlyse Bernadett Ngo Ndoumbouk', '82’|1:0|Charlène Meyong|for Jeannette Yango']"
Australia,Italy,1,2.0,,2,0.8,,Ante Milicic,Sam Kerr,Milena Bertolini,Sara Gama,15380,"Stade du Hainaut, Valenciennes",Melissa Borjas (Referee) · Shirley Perello (AR1) · Felisha Mariscal (AR2) · Katja Koroleva (4th) · Carlos del Cerro (VAR),Group stage,2019-06-09,1–2,Melissa Borjas,,France,2019,Sam Kerr · 22’,Barbara Bonansea · 56’|Barbara Bonansea · 90+5’,['22’|1:0|Sam Kerr'],"['56’|1:1|Barbara Bonansea', '90+5’|1:2|Barbara Bonansea|Assist:|Valentina Cernoia']",,,,,['22’|1:0|Sam Kerr|Penalty saved by Laura Giuliani'],,,,,,,,,,['76’|1:1|Lisa De Vanna'],"['21’|0:0|Sara Gama', '63’|1:1|Cristiana Girelli', '69’|1:1|Valentina Cernoia']","['61’|1:1|Lisa De Vanna|for Chloe Logarzo', '69’|1:1|Katrina Gorry|for Hayley Raso', '83’|1:1|Elise Kellond-Knight|for Tameka Yallop']","['46’|1:0|Elisa Bartoli|for Aurora Galli', '58’|1:1|Daniela Sabatino|for Ilaria Mauro', '77’|1:1|Valentina Giacinti|for Valentina Bergamaschi']"
Brazil,Jamaica,3,3.7,,0,1.1,,Vadão,Mônica,Hue Menzies,Konya Plummer,17668,"Stade des Alpes, Grenoble",Riem Hussein (Referee) · Kylie Cockburn (AR1) · Mihaela Gomoescu-Țepușă (AR2) · Kateryna Monzul (4th) · Bastian Dankert (VAR),Group stage,2019-06-09,3–0,Riem Hussein,,France,2019,Cristiane · 15’|Cristiane · 50’|Cristiane · 64’,,"['15’|1:0|Cristiane|Assist:|Andressa', '50’|2:0|Cristiane|Assist:|Andressa', '64’|3:0|Cristiane']",,,,,,['38’|1:0|Andressa|Penalty saved by Sydney Schneider'],,,,,,,,,,"['58’|2:0|Formiga', '82’|3:0|Daiane']",['17’|1:0|Konya Plummer'],"['65’|3:0|Ludmila|for Cristiane', '65’|3:0|Geyse|for Beatriz', '76’|3:0|Daiane|for Kathellen']","['62’|2:0|Jody Brown|for Cheyna Matthews', '72’|3:0|Chinyelu Asher|for Havana Solaun', '79’|3:0|Tiffany Cameron|for Trudi Carter']"
England,Scotland,2,2.0,,1,0.9,,Phil Neville,Steph Houghton,Shelley Kerr,Rachel Corsie,13188,"Stade de Nice, Nice",Jana Adamkova (Referee) · Lucie Ratajová (AR1) · Mária Súkeníková (AR2) · Anastasia Pustovoitova (4th) · Felix Zwayer (VAR),Group stage,2019-06-09,2–1,Jana Adamkova,,France,2019,Ellen White · 40’,Claire Emslie · 79’,['40’|2:0|Ellen White|Assist:|Fran Kirby'],['79’|2:1|Claire Emslie|Assist:|Lisa Evans'],,,Nikita Parris (P) · 14’,,,,,,,,,,,,,"['43’|2:0|Jennifer Beattie', '47’|2:0|Nicola Docherty']","['55’|2:0|Abbie McManus|for Millie Bright', '71’|2:0|Karen Carney|for Beth Mead', '82’|2:1|Georgia Stanway|for Fran Kirby']","['55’|2:0|Kirsty Smith|for Nicola Docherty', '75’|2:0|Chloe Arthur|for Sophie Howard', '87’|2:1|Lizzie Arnot|for Christie Murray']"
Germany,China PR,1,0.8,,0,0.8,,Martina Voss-Tecklenburg,Alexandra Popp,Jia Xiuquan,Wu Haiyan,15283,"Roazhon Park, Rennes",Marie-Soleil Beaudoin (Referee) · Princess Brown (AR1) · Stephanie-Dale Yee Sing (AR2) · Lucila Venegas (4th) · Massimiliano Irrati (VAR),Group stage,2019-06-08,1–0,Marie-Soleil Beaudoin,,France,2019,Giulia Gwinn · 66’,,['66’|1:0|Giulia Gwinn'],,,,,,,,,,,,,,,,['82’|1:0|Lena Oberdorf'],"['12’|0:0|Wang Shanshan', '44’|0:0|Yang Li', '50’|0:0|Liu Shanshan', '71’|1:0|Wang Shuang']","['46’|0:0|Lena Oberdorf|for Carolin Simon', '63’|0:0|Lina Magull|for Melanie Leupolz', '86’|1:0|Lea Schüller|for Svenja Huth']","['33’|0:0|Tan Ruyin|for Lou Jiahui', '46’|0:0|Wang Shuang|for Yao Wei', '69’|1:0|Song Duan|for Yang Li']"
